Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age,Claim
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,20,"KOREA, REPUBLIC OF",0.0,17.82,30,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,5,AUSTRALIA,29.7,17.82,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,CHINA,0.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,MALAYSIA,0.0,35.64,44,No
EPX,Travel Agency,Online,Cancellation Plan,,10,SINGAPORE,17.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,14,SINGAPORE,47.0,11.75,27,No
SSI,Airlines,Online,Ticket Protector,,3,SINGAPORE,13.36,3.75,48,No
EPX,Travel Agency,Online,Cancellation Plan,,8,THAILAND,14.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,9,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,35,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,6,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,34,INDIA,20.0,0.0,32,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,40,SINGAPORE,56.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,66,UNITED KINGDOM,0.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,157,"KOREA, REPUBLIC OF",52.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,24,SINGAPORE,12.0,0.0,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,CHINA,26.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,13,SINGAPORE,26.5,6.63,28,No
JZI,Airlines,Online,Value Plan,M,4,INDONESIA,33.0,11.55,51,No
C2B,Airlines,Online,Annual Silver Plan,F,371,SINGAPORE,216.0,54.0,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,37,INDONESIA,20.0,0.0,37,No
JZI,Airlines,Online,Basic Plan,M,9,MYANMAR,22.0,7.7,51,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,THAILAND,29.7,17.82,37,No
RAB,Airlines,Online,Value Plan,M,3,BRUNEI DARUSSALAM,15.0,6.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,65,AUSTRALIA,49.5,29.7,35,No
JZI,Airlines,Online,Basic Plan,F,29,HONG KONG,26.0,9.1,38,No
C2B,Airlines,Online,Silver Plan,M,5,SINGAPORE,22.5,5.63,31,No
C2B,Airlines,Online,Bronze Plan,M,7,SINGAPORE,21.0,5.25,29,No
EPX,Travel Agency,Online,Cancellation Plan,,51,THAILAND,14.0,0.0,22,No
EPX,Travel Agency,Online,Cancellation Plan,,1,CAMBODIA,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,19,HONG KONG,26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,2,HONG KONG,12.0,0.0,36,No
JZI,Airlines,Online,Value Plan,F,72,UNITED KINGDOM,125.0,43.75,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,36,PHILIPPINES,21.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,30,INDONESIA,20.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,GERMANY,112.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,6,HONG KONG,74.0,0.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,33,AUSTRALIA,19.8,11.88,35,No
EPX,Travel Agency,Online,Cancellation Plan,,49,CZECH REPUBLIC,25.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,7,MALAYSIA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,15,AUSTRALIA,0.0,41.58,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,UNITED STATES,112.0,0.0,39,No
EPX,Travel Agency,Online,Cancellation Plan,,31,PORTUGAL,23.0,0.0,36,No
TST,Travel Agency,Offline,Travel Cruise Protect,M,10,MALAYSIA,30.0,10.5,39,No
SSI,Airlines,Online,Ticket Protector,,7,SINGAPORE,1.09,0.31,48,No
C2B,Airlines,Online,Silver Plan,F,24,SINGAPORE,39.0,9.75,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,38,CHINA,60.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,31,JAPAN,59.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,36,NEW ZEALAND,99.0,59.4,43,No
EPX,Travel Agency,Online,Cancellation Plan,,7,INDONESIA,13.0,0.0,31,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,9,GEORGIA,20.0,0.0,24,No
C2B,Airlines,Online,Annual Silver Plan,M,365,SINGAPORE,216.0,54.0,30,No
C2B,Airlines,Online,Annual Silver Plan,M,380,SINGAPORE,252.85,63.21,34,Yes
C2B,Airlines,Online,Silver Plan,F,42,SINGAPORE,63.5,15.88,29,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,53,NEW ZEALAND,79.2,47.52,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,68,INDIA,47.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,45,SRI LANKA,10.0,0.0,35,No
C2B,Airlines,Online,Bronze Plan,M,31,SINGAPORE,13.5,3.38,23,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,202,UNITED KINGDOM,75.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,36,CHINA,40.0,14.0,55,No
EPX,Travel Agency,Online,Cancellation Plan,,20,CHINA,15.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,13,INDIA,60.0,24.0,118,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,7,HONG KONG,21.0,0.0,58,No
JZI,Airlines,Online,Basic Plan,M,5,MALAYSIA,18.0,6.3,43,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,INDIA,34.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,32,AUSTRALIA,42.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,15,INDIA,10.0,0.0,36,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,F,13,SRI LANKA,26.5,17.23,38,No
EPX,Travel Agency,Online,Cancellation Plan,,45,UNITED KINGDOM,28.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,10,MALAYSIA,19.8,11.88,31,No
EPX,Travel Agency,Online,Cancellation Plan,,326,PERU,38.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,5,THAILAND,10.0,0.0,28,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,28,CHINA,26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,55,"TAIWAN, PROVINCE OF CHINA",11.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,390,SINGAPORE,216.0,54.0,50,No
C2B,Airlines,Online,Bronze Plan,F,3,SINGAPORE,16.0,4.0,45,No
KML,Travel Agency,Online,Value Plan,F,24,INDONESIA,33.0,12.54,48,No
JZI,Airlines,Online,Value Plan,F,31,JAPAN,58.0,20.3,30,No
EPX,Travel Agency,Online,Cancellation Plan,,4,MALAYSIA,22.0,0.0,50,No
EPX,Travel Agency,Online,Cancellation Plan,,183,"KOREA, REPUBLIC OF",0.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,373,SINGAPORE,216.0,54.0,40,No
EPX,Travel Agency,Online,Cancellation Plan,,6,SINGAPORE,29.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,187,UNITED KINGDOM,108.9,65.34,37,No
EPX,Travel Agency,Online,Cancellation Plan,,1,CANADA,80.0,0.0,20,No
EPX,Travel Agency,Online,Cancellation Plan,,9,THAILAND,22.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,136,SINGAPORE,33.5,8.38,24,No
EPX,Travel Agency,Online,Cancellation Plan,,328,INDIA,32.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,26,SINGAPORE,88.5,22.13,33,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,JAPAN,60.0,0.0,56,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,M,70,NEPAL,76.0,49.4,45,No
EPX,Travel Agency,Online,Cancellation Plan,,99,TURKEY,65.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,M,375,SINGAPORE,280.8,70.2,68,Yes
EPX,Travel Agency,Online,Cancellation Plan,,6,SINGAPORE,10.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,9,MYANMAR,25.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,21,HONG KONG,26.0,9.1,42,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,147,THAILAND,23.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,2,MALAYSIA,9.9,5.94,49,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,INDIA,40.0,0.0,36,No
ART,Airlines,Online,24 Protect,M,39,HONG KONG,89.65,31.38,48,No
EPX,Travel Agency,Online,Cancellation Plan,,11,INDIA,14.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,52,AUSTRALIA,99.0,59.4,53,No
C2B,Airlines,Online,Annual Silver Plan,F,368,SINGAPORE,216.0,54.0,32,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,29,VIET NAM,20.0,0.0,39,No
JZI,Airlines,Online,Basic Plan,F,52,AUSTRALIA,35.0,12.25,28,No
C2B,Airlines,Online,Bronze Plan,M,9,SINGAPORE,18.0,4.5,47,No
EPX,Travel Agency,Online,Cancellation Plan,,14,CHINA,18.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,143,SINGAPORE,29.5,7.38,55,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,THAILAND,21.0,0.0,36,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,F,37,HONG KONG,42.0,27.3,54,Yes
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,78,MALAYSIA,99.0,59.4,34,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,10,MACAO,86.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,34,CHINA,14.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,62,CHINA,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,19,AUSTRALIA,52.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,17,INDONESIA,14.0,0.0,31,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,CANADA,89.1,53.46,36,No
C2B,Airlines,Online,Bronze Plan,M,33,SINGAPORE,27.0,6.75,39,No
C2B,Airlines,Online,Silver Plan,M,6,SINGAPORE,24.5,6.13,46,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,40,UNITED STATES,0.0,35.64,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,10,PHILIPPINES,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,55,JAPAN,79.2,47.52,43,No
EPX,Travel Agency,Online,Cancellation Plan,,9,SINGAPORE,10.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,379,SINGAPORE,302.4,75.6,39,No
EPX,Travel Agency,Online,Cancellation Plan,,63,INDIA,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,8,AUSTRALIA,39.6,23.76,48,No
C2B,Airlines,Online,Silver Plan,F,49,SINGAPORE,22.5,5.63,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,100,PHILIPPINES,20.0,0.0,35,No
RAB,Airlines,Online,Value Plan,F,8,BRUNEI DARUSSALAM,23.0,9.2,38,No
EPX,Travel Agency,Online,Cancellation Plan,,10,INDONESIA,13.0,0.0,46,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,PHILIPPINES,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,22,CHINA,29.0,0.0,36,Yes
C2B,Airlines,Online,Bronze Plan,M,57,SINGAPORE,60.0,15.0,33,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,6,NETHERLANDS,55.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,187,PHILIPPINES,37.0,12.95,36,No
EPX,Travel Agency,Online,Cancellation Plan,,24,GERMANY,55.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,15,INDONESIA,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,12,AUSTRALIA,99.0,59.4,31,No
JZI,Airlines,Online,Basic Plan,F,19,HONG KONG,22.0,7.7,51,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,53,MOROCCO,89.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,15,MALAYSIA,10.0,0.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,19,GERMANY,39.6,23.76,52,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,17,AUSTRALIA,0.0,29.7,31,No
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,45.0,11.25,24,No
C2B,Airlines,Online,Silver Plan,F,85,SINGAPORE,29.0,7.25,41,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,45,AUSTRALIA,89.1,53.46,65,No
JZI,Airlines,Online,Value Plan,F,148,AUSTRALIA,58.0,20.3,60,No
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,29.5,7.38,27,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,20,THAILAND,49.5,29.7,31,No
C2B,Airlines,Online,Silver Plan,M,12,SINGAPORE,18.5,4.63,35,No
EPX,Travel Agency,Online,Cancellation Plan,,18,"TAIWAN, PROVINCE OF CHINA",26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,21,THAILAND,11.0,0.0,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,34,JAPAN,46.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,3,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,91,JAPAN,31.0,0.0,67,No
EPX,Travel Agency,Online,Cancellation Plan,,32,UNITED STATES,80.0,0.0,35,No
JZI,Airlines,Online,Value Plan,F,30,UNITED ARAB EMIRATES,109.0,38.15,33,No
JZI,Airlines,Online,Basic Plan,M,31,CHINA,35.0,12.25,63,No
JZI,Airlines,Online,Basic Plan,M,35,INDONESIA,22.0,7.7,69,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,40,THAILAND,23.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,37,MALAYSIA,16.0,0.0,70,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,12,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,27,MALAYSIA,10.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,12,INDIA,26.0,9.1,60,No
EPX,Travel Agency,Online,Cancellation Plan,,224,HONG KONG,15.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,16,CHINA,80.0,0.0,55,No
EPX,Travel Agency,Online,Cancellation Plan,,11,CHINA,52.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,16,PHILIPPINES,13.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,8,INDONESIA,22.0,7.7,47,No
JZI,Airlines,Online,Basic Plan,M,98,PHILIPPINES,33.0,11.55,50,No
EPX,Travel Agency,Online,Cancellation Plan,,4,SINGAPORE,11.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,37.0,9.25,33,No
JZI,Airlines,Online,Basic Plan,M,34,THAILAND,22.0,7.7,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,12,THAILAND,20.0,0.0,43,No
C2B,Airlines,Online,Bronze Plan,M,11,SINGAPORE,20.0,5.0,33,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,F,17,HONG KONG,29.0,18.85,42,No
RAB,Airlines,Online,Value Plan,F,0,BRUNEI DARUSSALAM,15.0,6.0,24,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,41,UNITED STATES,112.0,0.0,42,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,121,UNITED STATES,49.5,29.7,34,No
C2B,Airlines,Online,Silver Plan,F,25,SINGAPORE,49.5,12.38,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,50,CHINA,23.0,0.0,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,63,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,92,NEPAL,93.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,53,KAZAKHSTAN,73.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,AZERBAIJAN,28.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,23,VIET NAM,22.0,7.7,56,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,2,INDONESIA,20.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,25,UNITED STATES,108.9,65.34,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,7,VIET NAM,24.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,54,"TAIWAN, PROVINCE OF CHINA",34.0,0.0,60,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,130,ITALY,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,"KOREA, REPUBLIC OF",46.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,29,DENMARK,87.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,31,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,10,PHILIPPINES,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,13,UNITED STATES,55.0,0.0,47,No
EPX,Travel Agency,Online,Cancellation Plan,,19,SINGAPORE,10.0,0.0,28,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,5,INDONESIA,34.0,0.0,58,No
EPX,Travel Agency,Online,Cancellation Plan,,60,MALAYSIA,10.0,0.0,31,No
EPX,Travel Agency,Online,Cancellation Plan,,46,AUSTRALIA,80.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,60,UNITED STATES,79.2,47.52,45,No
EPX,Travel Agency,Online,Cancellation Plan,,19,UNITED KINGDOM,10.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,14,SINGAPORE,62.0,15.5,25,No
TST,Travel Agency,Offline,Travel Cruise Protect,F,38,THAILAND,30.0,10.5,60,No
EPX,Travel Agency,Online,Cancellation Plan,,43,VIET NAM,36.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,INDIA,53.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,9,HONG KONG,26.0,9.1,49,No
EPX,Travel Agency,Online,Cancellation Plan,,6,INDONESIA,10.0,0.0,45,No
EPX,Travel Agency,Online,Cancellation Plan,,57,UNITED STATES,65.0,0.0,36,Yes
EPX,Travel Agency,Online,1 way Comprehensive Plan,,23,SINGAPORE,29.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,18,AUSTRALIA,49.5,29.7,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,43,VIET NAM,20.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,6,SINGAPORE,0.77,0.22,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,76,"KOREA, REPUBLIC OF",54.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,UNITED STATES,80.0,0.0,57,No
EPX,Travel Agency,Online,Cancellation Plan,,42,CHINA,40.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,12,CHINA,13.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,11,INDIA,10.0,0.0,32,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,16,VIET NAM,31.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,1,SINGAPORE,10.0,0.0,36,No
ART,Airlines,Online,24 Protect,M,19,THAILAND,184.42,64.55,48,No
JZI,Airlines,Online,Basic Plan,M,10,CHINA,26.0,9.1,52,No
EPX,Travel Agency,Online,Cancellation Plan,,63,JAPAN,64.0,0.0,35,No
RAB,Airlines,Online,Value Plan,,118,BRUNEI DARUSSALAM,23.0,9.2,72,No
EPX,Travel Agency,Online,Cancellation Plan,,92,AUSTRALIA,71.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,60,ICELAND,39.6,23.76,32,No
EPX,Travel Agency,Online,Cancellation Plan,,17,"KOREA, REPUBLIC OF",49.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,43,VIET NAM,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,115,UNITED STATES,0.0,35.64,26,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,47,CHINA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,154,ICELAND,59.4,35.64,31,No
JZI,Airlines,Online,Basic Plan,F,19,HONG KONG,22.0,7.7,31,No
EPX,Travel Agency,Online,Cancellation Plan,,93,INDONESIA,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,59,"KOREA, REPUBLIC OF",49.0,0.0,25,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,78,SPAIN,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,70,SINGAPORE,20.0,0.0,76,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,51,HUNGARY,128.7,77.22,31,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,8,VIET NAM,20.0,0.0,49,No
EPX,Travel Agency,Online,Cancellation Plan,,2,PORTUGAL,18.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,22.5,5.63,45,No
EPX,Travel Agency,Online,Cancellation Plan,,41,HONG KONG,18.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,56,SINGAPORE,37.0,9.25,27,No
C2B,Airlines,Online,Silver Plan,M,15,SINGAPORE,72.0,18.0,30,No
EPX,Travel Agency,Online,Cancellation Plan,,24,THAILAND,12.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,11,SINGAPORE,42.0,0.0,36,No
RAB,Airlines,Online,Value Plan,,15,BRUNEI DARUSSALAM,23.0,9.2,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,18,CHINA,35.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,28,AUSTRALIA,55.0,0.0,34,No
EPX,Travel Agency,Online,Cancellation Plan,,58,VIET NAM,18.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,97,THAILAND,13.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,116,HONG KONG,26.0,9.1,59,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,12,AUSTRALIA,19.8,11.88,31,No
EPX,Travel Agency,Online,Cancellation Plan,,17,VIET NAM,10.0,0.0,29,No
C2B,Airlines,Online,Bronze Plan,M,12,SINGAPORE,27.0,6.75,32,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,71,NEW ZEALAND,257.4,154.44,46,No
CCR,Travel Agency,Offline,Comprehensive Plan,F,192,THAILAND,29.0,9.57,76,No
CCR,Travel Agency,Offline,Comprehensive Plan,F,35,MALAYSIA,29.0,9.57,18,No
ADM,Travel Agency,Online,Premier Plan,M,88,FRANCE,0.0,49.4,22,No
C2B,Airlines,Online,Bronze Plan,F,11,SINGAPORE,20.0,5.0,29,Yes
EPX,Travel Agency,Online,1 way Comprehensive Plan,,5,INDONESIA,34.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,HONG KONG,37.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,23,MALAYSIA,11.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,36,SINGAPORE,62.0,15.5,28,Yes
EPX,Travel Agency,Online,Cancellation Plan,,20,MALAYSIA,10.0,0.0,33,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,INDONESIA,27.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,22,CHINA,42.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,11,MALAYSIA,39.6,23.76,48,No
SSI,Airlines,Online,Ticket Protector,,116,SINGAPORE,0.96,0.27,48,No
EPX,Travel Agency,Online,Cancellation Plan,,9,MALAYSIA,10.0,0.0,39,No
EPX,Travel Agency,Online,Cancellation Plan,,4,CHINA,20.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,103,UNITED KINGDOM,63.0,0.0,22,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,THAILAND,23.0,0.0,24,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,4,UNITED STATES,29.7,17.82,52,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,42,SINGAPORE,20.0,0.0,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,SINGAPORE,38.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,43,SINGAPORE,10.0,0.0,26,No
EPX,Travel Agency,Online,Cancellation Plan,,17,CHINA,39.0,0.0,36,No
CBH,Travel Agency,Offline,Comprehensive Plan,F,226,THAILAND,29.0,9.57,73,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,74,THAILAND,69.3,41.58,50,No
EPX,Travel Agency,Online,Cancellation Plan,,3,THAILAND,10.0,0.0,47,No
EPX,Travel Agency,Online,Cancellation Plan,,54,UNITED STATES,37.0,0.0,32,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,32,SINGAPORE,32.0,0.0,36,No
RAB,Airlines,Online,Value Plan,M,7,BRUNEI DARUSSALAM,15.0,6.0,49,No
EPX,Travel Agency,Online,Cancellation Plan,,33,INDONESIA,10.0,0.0,27,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,102,AUSTRALIA,59.4,35.64,48,No
C2B,Airlines,Online,Annual Silver Plan,M,376,SINGAPORE,216.0,54.0,55,No
EPX,Travel Agency,Online,Cancellation Plan,,67,SINGAPORE,40.0,0.0,30,No
EPX,Travel Agency,Online,Cancellation Plan,,199,VIET NAM,15.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,M,387,SINGAPORE,216.0,54.0,59,No
EPX,Travel Agency,Online,Cancellation Plan,,19,INDONESIA,25.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,27,JAPAN,29.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,PHILIPPINES,28.0,0.0,36,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,M,2,INDONESIA,0.0,12.5,28,No
TST,Travel Agency,Offline,Travel Cruise Protect,F,43,MALAYSIA,30.0,10.5,61,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,MALAYSIA,20.0,0.0,36,No
